"site","year","SST"
"JBAB","2055-05-01",-2.67160034179688
"NRBW","2055-05-01",-3.04702758789062
"MEBB","2055-05-01",-3.04702758789062
"MEKB","2055-05-01",-3.04702758789062
"MEPA","2055-05-01",-3.04702758789062
"SWAIN","2055-05-01",-2.593017578125
"OTIS","2055-06-01",-2.00942993164062
"CHSWRR","2055-06-01",-2.9515380859375
"CHSWRG","2055-06-01",-2.9515380859375
"PSSB","2055-06-01",-2.7501220703125
"PSFB","2055-06-01",-2.7501220703125
"SYSE","2055-06-01",-3.06292724609375
"SYSW","2055-06-01",-3.06292724609375
"SYLM","2055-06-01",-3.06292724609375
"JBAB","2055-06-01",-2.9840087890625
"NRBW","2055-06-01",-3.36026000976562
"MEBB","2055-06-01",-3.36026000976562
"MEKB","2055-06-01",-3.36026000976562
"MEPA","2055-06-01",-3.36026000976562
"SWAIN","2055-06-01",-2.48318481445312
"OTIS","2055-07-01",-1.86822509765625
"CHSWRR","2055-07-01",-2.41409301757812
"CHSWRG","2055-07-01",-2.41409301757812
"PSSB","2055-07-01",-2.14236450195312
"PSFB","2055-07-01",-2.14236450195312
"SYSE","2055-07-01",-2.47048950195312
"SYSW","2055-07-01",-2.47048950195312
"SYLM","2055-07-01",-2.47048950195312
"JBAB","2055-07-01",-2.5738525390625
"NRBW","2055-07-01",-2.8863525390625
"MEBB","2055-07-01",-2.8863525390625
"MEKB","2055-07-01",-2.8863525390625
"MEPA","2055-07-01",-2.8863525390625
"SWAIN","2055-07-01",-2.19235229492188
"OTIS","2055-08-01",-1.1685791015625
"CHSWRR","2055-08-01",-1.0474853515625
"CHSWRG","2055-08-01",-1.0474853515625
"PSSB","2055-08-01",-0.52630615234375
"PSFB","2055-08-01",-0.52630615234375
"SYSE","2055-08-01",-0.89605712890625
"SYSW","2055-08-01",-0.89605712890625
"SYLM","2055-08-01",-0.89605712890625
"JBAB","2055-08-01",-0.905487060546875
"NRBW","2055-08-01",-1.162353515625
"MEBB","2055-08-01",-1.162353515625
"MEKB","2055-08-01",-1.162353515625
"MEPA","2055-08-01",-1.162353515625
"SWAIN","2055-08-01",-1.40185546875
"OTIS","2055-09-01",-0.008331298828125
"CHSWRR","2055-09-01",0.415496826171875
"CHSWRG","2055-09-01",0.415496826171875
"PSSB","2055-09-01",0.459564208984375
"PSFB","2055-09-01",0.459564208984375
"SYSE","2055-09-01",0.271484375
"SYSW","2055-09-01",0.271484375
"SYLM","2055-09-01",0.271484375
"JBAB","2055-09-01",0.407867431640625
"NRBW","2055-09-01",0.630584716796875
"MEBB","2055-09-01",0.630584716796875
"MEKB","2055-09-01",0.630584716796875
"MEPA","2055-09-01",0.630584716796875
"SWAIN","2055-09-01",-0.15765380859375
"OTIS","2055-10-01",1.88424682617188
"CHSWRR","2055-10-01",2.27386474609375
"CHSWRG","2055-10-01",2.27386474609375
"PSSB","2055-10-01",2.38833618164062
"PSFB","2055-10-01",2.38833618164062
"SYSE","2055-10-01",2.203125
"SYSW","2055-10-01",2.203125
"SYLM","2055-10-01",2.203125
"JBAB","2055-10-01",2.31405639648438
"NRBW","2055-10-01",2.1988525390625
"MEBB","2055-10-01",2.1988525390625
"MEKB","2055-10-01",2.1988525390625
"MEPA","2055-10-01",2.1988525390625
"SWAIN","2055-10-01",1.6234130859375
"OTIS","2055-11-01",1.91778564453125
"CHSWRR","2055-11-01",2.01547241210938
"CHSWRG","2055-11-01",2.01547241210938
"PSSB","2055-11-01",1.51065063476562
"PSFB","2055-11-01",1.51065063476562
"SYSE","2055-11-01",1.4827880859375
"SYSW","2055-11-01",1.4827880859375
"SYLM","2055-11-01",1.4827880859375
"JBAB","2055-11-01",1.9058837890625
"NRBW","2055-11-01",1.73797607421875
"MEBB","2055-11-01",1.73797607421875
"MEKB","2055-11-01",1.73797607421875
"MEPA","2055-11-01",1.73797607421875
"SWAIN","2055-11-01",1.4049072265625
"OTIS","2055-12-01",1.5458984375
"CHSWRR","2055-12-01",1.6488037109375
"CHSWRG","2055-12-01",1.6488037109375
"PSSB","2055-12-01",1.23013305664062
"PSFB","2055-12-01",1.23013305664062
"SYSE","2055-12-01",1.33840942382812
"SYSW","2055-12-01",1.33840942382812
"SYLM","2055-12-01",1.33840942382812
"JBAB","2055-12-01",1.523681640625
"NRBW","2055-12-01",0.984405517578125
"MEBB","2055-12-01",0.984405517578125
"MEKB","2055-12-01",0.984405517578125
"MEPA","2055-12-01",0.984405517578125
"SWAIN","2055-12-01",0.99835205078125
"OTIS","2056-01-01",1.09637451171875
"CHSWRR","2056-01-01",1.3499755859375
"CHSWRG","2056-01-01",1.3499755859375
"PSSB","2056-01-01",1.34793090820312
"PSFB","2056-01-01",1.34793090820312
"SYSE","2056-01-01",1.18865966796875
"SYSW","2056-01-01",1.18865966796875
"SYLM","2056-01-01",1.18865966796875
"JBAB","2056-01-01",1.48013305664062
"NRBW","2056-01-01",1.65536499023438
"MEBB","2056-01-01",1.65536499023438
"MEKB","2056-01-01",1.65536499023438
"MEPA","2056-01-01",1.65536499023438
"SWAIN","2056-01-01",0.80145263671875
"OTIS","2056-02-01",0.401763916015625
"CHSWRR","2056-02-01",0.278900146484375
"CHSWRG","2056-02-01",0.278900146484375
"PSSB","2056-02-01",0.01849365234375
"PSFB","2056-02-01",0.01849365234375
"SYSE","2056-02-01",-0.095703125
"SYSW","2056-02-01",-0.095703125
"SYLM","2056-02-01",-0.095703125
"JBAB","2056-02-01",-0.12030029296875
"NRBW","2056-02-01",-0.503265380859375
"MEBB","2056-02-01",-0.503265380859375
"MEKB","2056-02-01",-0.503265380859375
"MEPA","2056-02-01",-0.503265380859375
"SWAIN","2056-02-01",-0.361083984375
"OTIS","2056-03-01",-0.462554931640625
"CHSWRR","2056-03-01",-0.975799560546875
"CHSWRG","2056-03-01",-0.975799560546875
"PSSB","2056-03-01",-0.962982177734375
"PSFB","2056-03-01",-0.962982177734375
"SYSE","2056-03-01",-1.16815185546875
"SYSW","2056-03-01",-1.16815185546875
"SYLM","2056-03-01",-1.16815185546875
"JBAB","2056-03-01",-1.0823974609375
"NRBW","2056-03-01",-1.51324462890625
"MEBB","2056-03-01",-1.51324462890625
"MEKB","2056-03-01",-1.51324462890625
"MEPA","2056-03-01",-1.51324462890625
"SWAIN","2056-03-01",-1.38818359375
"OTIS","2056-04-01",-1.489501953125
"CHSWRR","2056-04-01",-2.31051635742188
"CHSWRG","2056-04-01",-2.31051635742188
"PSSB","2056-04-01",-2.29537963867188
"PSFB","2056-04-01",-2.29537963867188
"SYSE","2056-04-01",-2.60028076171875
"SYSW","2056-04-01",-2.60028076171875
"SYLM","2056-04-01",-2.60028076171875
"JBAB","2056-04-01",-2.33511352539062
"NRBW","2056-04-01",-2.739013671875
"MEBB","2056-04-01",-2.739013671875
"MEKB","2056-04-01",-2.739013671875
"MEPA","2056-04-01",-2.739013671875
"SWAIN","2056-04-01",-2.2730712890625
"OTIS","2056-05-01",-1.89218139648438
"CHSWRR","2056-05-01",-2.662353515625
"CHSWRG","2056-05-01",-2.662353515625
"PSSB","2056-05-01",-2.77911376953125
"PSFB","2056-05-01",-2.77911376953125
"SYSE","2056-05-01",-3.06692504882812
"SYSW","2056-05-01",-3.06692504882812
"SYLM","2056-05-01",-3.06692504882812
"JBAB","2056-05-01",-3.01535034179688
"NRBW","2056-05-01",-3.38290405273438
"MEBB","2056-05-01",-3.38290405273438
"MEKB","2056-05-01",-3.38290405273438
"MEPA","2056-05-01",-3.38290405273438
"SWAIN","2056-05-01",-2.51016235351562
"OTIS","2056-06-01",-1.84500122070312
"CHSWRR","2056-06-01",-2.66470336914062
"CHSWRG","2056-06-01",-2.66470336914062
"PSSB","2056-06-01",-2.75469970703125
"PSFB","2056-06-01",-2.75469970703125
"SYSE","2056-06-01",-2.9722900390625
"SYSW","2056-06-01",-2.9722900390625
"SYLM","2056-06-01",-2.9722900390625
"JBAB","2056-06-01",-3.12890625
"NRBW","2056-06-01",-3.49710083007812
"MEBB","2056-06-01",-3.49710083007812
"MEKB","2056-06-01",-3.49710083007812
"MEPA","2056-06-01",-3.49710083007812
"SWAIN","2056-06-01",-2.31698608398438
"OTIS","2056-07-01",-1.30685424804688
"CHSWRR","2056-07-01",-1.74862670898438
"CHSWRG","2056-07-01",-1.74862670898438
"PSSB","2056-07-01",-1.884521484375
"PSFB","2056-07-01",-1.884521484375
"SYSE","2056-07-01",-2.16934204101562
"SYSW","2056-07-01",-2.16934204101562
"SYLM","2056-07-01",-2.16934204101562
"JBAB","2056-07-01",-2.59857177734375
"NRBW","2056-07-01",-3.10186767578125
"MEBB","2056-07-01",-3.10186767578125
"MEKB","2056-07-01",-3.10186767578125
"MEPA","2056-07-01",-3.10186767578125
"SWAIN","2056-07-01",-1.44482421875
"OTIS","2056-08-01",-0.483642578125
"CHSWRR","2056-08-01",-0.694061279296875
"CHSWRG","2056-08-01",-0.694061279296875
"PSSB","2056-08-01",-0.65643310546875
"PSFB","2056-08-01",-0.65643310546875
"SYSE","2056-08-01",-0.84820556640625
"SYSW","2056-08-01",-0.84820556640625
"SYLM","2056-08-01",-0.84820556640625
"JBAB","2056-08-01",-1.02578735351562
"NRBW","2056-08-01",-1.3642578125
"MEBB","2056-08-01",-1.3642578125
"MEKB","2056-08-01",-1.3642578125
"MEPA","2056-08-01",-1.3642578125
"SWAIN","2056-08-01",-0.558868408203125
"OTIS","2056-09-01",0.6163330078125
"CHSWRR","2056-09-01",0.550201416015625
"CHSWRG","2056-09-01",0.550201416015625
"PSSB","2056-09-01",0.430450439453125
"PSFB","2056-09-01",0.430450439453125
"SYSE","2056-09-01",0.32421875
"SYSW","2056-09-01",0.32421875
"SYLM","2056-09-01",0.32421875
"JBAB","2056-09-01",0.42431640625
"NRBW","2056-09-01",0.3729248046875
"MEBB","2056-09-01",0.3729248046875
"MEKB","2056-09-01",0.3729248046875
"MEPA","2056-09-01",0.3729248046875
"SWAIN","2056-09-01",0.39178466796875
"OTIS","2056-10-01",1.86651611328125
"CHSWRR","2056-10-01",1.94549560546875
"CHSWRG","2056-10-01",1.94549560546875
"PSSB","2056-10-01",1.7867431640625
"PSFB","2056-10-01",1.7867431640625
"SYSE","2056-10-01",1.66909790039062
"SYSW","2056-10-01",1.66909790039062
"SYLM","2056-10-01",1.66909790039062
"JBAB","2056-10-01",1.63433837890625
"NRBW","2056-10-01",1.42620849609375
"MEBB","2056-10-01",1.42620849609375
"MEKB","2056-10-01",1.42620849609375
"MEPA","2056-10-01",1.42620849609375
"SWAIN","2056-10-01",1.31448364257812
"OTIS","2056-11-01",1.37759399414062
"CHSWRR","2056-11-01",1.68496704101562
"CHSWRG","2056-11-01",1.68496704101562
"PSSB","2056-11-01",1.3480224609375
"PSFB","2056-11-01",1.3480224609375
"SYSE","2056-11-01",1.34915161132812
"SYSW","2056-11-01",1.34915161132812
"SYLM","2056-11-01",1.34915161132812
"JBAB","2056-11-01",1.48992919921875
"NRBW","2056-11-01",1.0390625
"MEBB","2056-11-01",1.0390625
"MEKB","2056-11-01",1.0390625
"MEPA","2056-11-01",1.0390625
"SWAIN","2056-11-01",1.06451416015625
"OTIS","2056-12-01",0.757354736328125
"CHSWRR","2056-12-01",1.07220458984375
"CHSWRG","2056-12-01",1.07220458984375
"PSSB","2056-12-01",0.887847900390625
"PSFB","2056-12-01",0.887847900390625
"SYSE","2056-12-01",0.839996337890625
"SYSW","2056-12-01",0.839996337890625
"SYLM","2056-12-01",0.839996337890625
"JBAB","2056-12-01",1.02764892578125
"NRBW","2056-12-01",0.740936279296875
"MEBB","2056-12-01",0.740936279296875
"MEKB","2056-12-01",0.740936279296875
"MEPA","2056-12-01",0.740936279296875
"SWAIN","2056-12-01",0.1221923828125
"OTIS","2057-01-01",1.27398681640625
"CHSWRR","2057-01-01",1.5247802734375
"CHSWRG","2057-01-01",1.5247802734375
"PSSB","2057-01-01",1.46322631835938
"PSFB","2057-01-01",1.46322631835938
"SYSE","2057-01-01",1.33901977539062
"SYSW","2057-01-01",1.33901977539062
"SYLM","2057-01-01",1.33901977539062
"JBAB","2057-01-01",1.52810668945312
"NRBW","2057-01-01",1.5203857421875
"MEBB","2057-01-01",1.5203857421875
"MEKB","2057-01-01",1.5203857421875
"MEPA","2057-01-01",1.5203857421875
"SWAIN","2057-01-01",0.9813232421875
"OTIS","2057-02-01",0.63470458984375
"CHSWRR","2057-02-01",0.711669921875
"CHSWRG","2057-02-01",0.711669921875
"PSSB","2057-02-01",0.873931884765625
"PSFB","2057-02-01",0.873931884765625
"SYSE","2057-02-01",0.818572998046875
"SYSW","2057-02-01",0.818572998046875
"SYLM","2057-02-01",0.818572998046875
"JBAB","2057-02-01",1.11651611328125
"NRBW","2057-02-01",0.711273193359375
"MEBB","2057-02-01",0.711273193359375
"MEKB","2057-02-01",0.711273193359375
"MEPA","2057-02-01",0.711273193359375
"SWAIN","2057-02-01",-0.17376708984375
"OTIS","2057-03-01",-0.296295166015625
"CHSWRR","2057-03-01",-1.02322387695312
"CHSWRG","2057-03-01",-1.02322387695312
"PSSB","2057-03-01",-0.960693359375
"PSFB","2057-03-01",-0.960693359375
"SYSE","2057-03-01",-1.193115234375
"SYSW","2057-03-01",-1.193115234375
"SYLM","2057-03-01",-1.193115234375
"JBAB","2057-03-01",-0.743865966796875
"NRBW","2057-03-01",-1.06558227539062
"MEBB","2057-03-01",-1.06558227539062
"MEKB","2057-03-01",-1.06558227539062
"MEPA","2057-03-01",-1.06558227539062
"SWAIN","2057-03-01",-1.07476806640625
"OTIS","2057-04-01",-1.167236328125
"CHSWRR","2057-04-01",-2.17547607421875
"CHSWRG","2057-04-01",-2.17547607421875
"PSSB","2057-04-01",-2.21395874023438
"PSFB","2057-04-01",-2.21395874023438
"SYSE","2057-04-01",-2.34536743164062
"SYSW","2057-04-01",-2.34536743164062
"SYLM","2057-04-01",-2.34536743164062
"JBAB","2057-04-01",-2.19244384765625
"NRBW","2057-04-01",-2.50164794921875
"MEBB","2057-04-01",-2.50164794921875
"MEKB","2057-04-01",-2.50164794921875
"MEPA","2057-04-01",-2.50164794921875
"SWAIN","2057-04-01",-1.90518188476562
"OTIS","2057-05-01",-1.47732543945312
"CHSWRR","2057-05-01",-2.33798217773438
"CHSWRG","2057-05-01",-2.33798217773438
"PSSB","2057-05-01",-2.52008056640625
"PSFB","2057-05-01",-2.52008056640625
"SYSE","2057-05-01",-2.63494873046875
"SYSW","2057-05-01",-2.63494873046875
"SYLM","2057-05-01",-2.63494873046875
"JBAB","2057-05-01",-2.72348022460938
"NRBW","2057-05-01",-3.16021728515625
"MEBB","2057-05-01",-3.16021728515625
"MEKB","2057-05-01",-3.16021728515625
"MEPA","2057-05-01",-3.16021728515625
"SWAIN","2057-05-01",-2.15289306640625
"OTIS","2057-06-01",-1.48870849609375
"CHSWRR","2057-06-01",-2.11383056640625
"CHSWRG","2057-06-01",-2.11383056640625
"PSSB","2057-06-01",-2.43572998046875
"PSFB","2057-06-01",-2.43572998046875
"SYSE","2057-06-01",-2.59738159179688
"SYSW","2057-06-01",-2.59738159179688
"SYLM","2057-06-01",-2.59738159179688
"JBAB","2057-06-01",-2.83612060546875
"NRBW","2057-06-01",-3.38711547851562
"MEBB","2057-06-01",-3.38711547851562
"MEKB","2057-06-01",-3.38711547851562
"MEPA","2057-06-01",-3.38711547851562
"SWAIN","2057-06-01",-2.13885498046875
"OTIS","2057-07-01",-1.26513671875
"CHSWRR","2057-07-01",-1.6138916015625
"CHSWRG","2057-07-01",-1.6138916015625
"PSSB","2057-07-01",-1.72445678710938
"PSFB","2057-07-01",-1.72445678710938
"SYSE","2057-07-01",-1.90213012695312
"SYSW","2057-07-01",-1.90213012695312
"SYLM","2057-07-01",-1.90213012695312
"JBAB","2057-07-01",-2.1201171875
"NRBW","2057-07-01",-2.62530517578125
"MEBB","2057-07-01",-2.62530517578125
"MEKB","2057-07-01",-2.62530517578125
"MEPA","2057-07-01",-2.62530517578125
"SWAIN","2057-07-01",-1.86224365234375
"OTIS","2057-08-01",-0.84075927734375
"CHSWRR","2057-08-01",-0.745513916015625
"CHSWRG","2057-08-01",-0.745513916015625
"PSSB","2057-08-01",-0.508148193359375
"PSFB","2057-08-01",-0.508148193359375
"SYSE","2057-08-01",-0.7451171875
"SYSW","2057-08-01",-0.7451171875
"SYLM","2057-08-01",-0.7451171875
"JBAB","2057-08-01",-0.810638427734375
"NRBW","2057-08-01",-0.800872802734375
"MEBB","2057-08-01",-0.800872802734375
"MEKB","2057-08-01",-0.800872802734375
"MEPA","2057-08-01",-0.800872802734375
"SWAIN","2057-08-01",-1.23040771484375
"OTIS","2057-09-01",0.047271728515625
"CHSWRR","2057-09-01",0.62451171875
"CHSWRG","2057-09-01",0.62451171875
"PSSB","2057-09-01",1.039306640625
"PSFB","2057-09-01",1.039306640625
"SYSE","2057-09-01",0.80340576171875
"SYSW","2057-09-01",0.80340576171875
"SYLM","2057-09-01",0.80340576171875
"JBAB","2057-09-01",0.78240966796875
"NRBW","2057-09-01",0.81072998046875
"MEBB","2057-09-01",0.81072998046875
"MEKB","2057-09-01",0.81072998046875
"MEPA","2057-09-01",0.81072998046875
"SWAIN","2057-09-01",-0.463592529296875
"OTIS","2057-10-01",1.65628051757812
"CHSWRR","2057-10-01",2.30502319335938
"CHSWRG","2057-10-01",2.30502319335938
"PSSB","2057-10-01",2.65444946289062
"PSFB","2057-10-01",2.65444946289062
"SYSE","2057-10-01",2.49929809570312
"SYSW","2057-10-01",2.49929809570312
"SYLM","2057-10-01",2.49929809570312
"JBAB","2057-10-01",2.76788330078125
"NRBW","2057-10-01",2.73712158203125
"MEBB","2057-10-01",2.73712158203125
"MEKB","2057-10-01",2.73712158203125
"MEPA","2057-10-01",2.73712158203125
"SWAIN","2057-10-01",1.15069580078125
"OTIS","2057-11-01",1.73312377929688
"CHSWRR","2057-11-01",2.38528442382812
"CHSWRG","2057-11-01",2.38528442382812
"PSSB","2057-11-01",2.40896606445312
"PSFB","2057-11-01",2.40896606445312
"SYSE","2057-11-01",2.34939575195312
"SYSW","2057-11-01",2.34939575195312
"SYLM","2057-11-01",2.34939575195312
"JBAB","2057-11-01",2.80795288085938
"NRBW","2057-11-01",2.71759033203125
"MEBB","2057-11-01",2.71759033203125
"MEKB","2057-11-01",2.71759033203125
"MEPA","2057-11-01",2.71759033203125
"SWAIN","2057-11-01",1.08401489257812
"OTIS","2057-12-01",1.429443359375
"CHSWRR","2057-12-01",1.98883056640625
"CHSWRG","2057-12-01",1.98883056640625
"PSSB","2057-12-01",1.79901123046875
"PSFB","2057-12-01",1.79901123046875
"SYSE","2057-12-01",1.89590454101562
"SYSW","2057-12-01",1.89590454101562
"SYLM","2057-12-01",1.89590454101562
"JBAB","2057-12-01",2.18325805664062
"NRBW","2057-12-01",1.80203247070312
"MEBB","2057-12-01",1.80203247070312
"MEKB","2057-12-01",1.80203247070312
"MEPA","2057-12-01",1.80203247070312
"SWAIN","2057-12-01",0.74615478515625
"OTIS","2058-01-01",0.774169921875
"CHSWRR","2058-01-01",1.15640258789062
"CHSWRG","2058-01-01",1.15640258789062
"PSSB","2058-01-01",0.986053466796875
"PSFB","2058-01-01",0.986053466796875
"SYSE","2058-01-01",0.908477783203125
"SYSW","2058-01-01",0.908477783203125
"SYLM","2058-01-01",0.908477783203125
"JBAB","2058-01-01",1.13278198242188
"NRBW","2058-01-01",1.08575439453125
"MEBB","2058-01-01",1.08575439453125
"MEKB","2058-01-01",1.08575439453125
"MEPA","2058-01-01",1.08575439453125
"SWAIN","2058-01-01",0.243927001953125
"OTIS","2058-02-01",0.078338623046875
"CHSWRR","2058-02-01",-0.326690673828125
"CHSWRG","2058-02-01",-0.326690673828125
"PSSB","2058-02-01",-0.15057373046875
"PSFB","2058-02-01",-0.15057373046875
"SYSE","2058-02-01",-0.324951171875
"SYSW","2058-02-01",-0.324951171875
"SYLM","2058-02-01",-0.324951171875
"JBAB","2058-02-01",-0.014617919921875
"NRBW","2058-02-01",-0.37744140625
"MEBB","2058-02-01",-0.37744140625
"MEKB","2058-02-01",-0.37744140625
"MEPA","2058-02-01",-0.37744140625
"SWAIN","2058-02-01",-0.85076904296875
"OTIS","2058-03-01",-0.749267578125
"CHSWRR","2058-03-01",-1.42575073242188
"CHSWRG","2058-03-01",-1.42575073242188
"PSSB","2058-03-01",-1.16873168945312
"PSFB","2058-03-01",-1.16873168945312
"SYSE","2058-03-01",-1.39303588867188
"SYSW","2058-03-01",-1.39303588867188
"SYLM","2058-03-01",-1.39303588867188
"JBAB","2058-03-01",-1.05447387695312
"NRBW","2058-03-01",-1.41998291015625
"MEBB","2058-03-01",-1.41998291015625
"MEKB","2058-03-01",-1.41998291015625
"MEPA","2058-03-01",-1.41998291015625
"SWAIN","2058-03-01",-1.94931030273438
"OTIS","2058-04-01",-1.529541015625
"CHSWRR","2058-04-01",-2.37588500976562
"CHSWRG","2058-04-01",-2.37588500976562
"PSSB","2058-04-01",-2.14974975585938
"PSFB","2058-04-01",-2.14974975585938
"SYSE","2058-04-01",-2.28799438476562
"SYSW","2058-04-01",-2.28799438476562
"SYLM","2058-04-01",-2.28799438476562
"JBAB","2058-04-01",-2.06658935546875
"NRBW","2058-04-01",-2.42208862304688
"MEBB","2058-04-01",-2.42208862304688
"MEKB","2058-04-01",-2.42208862304688
"MEPA","2058-04-01",-2.42208862304688
"SWAIN","2058-04-01",-2.7470703125
"OTIS","2058-05-01",-2.19369506835938
"CHSWRR","2058-05-01",-3.3763427734375
"CHSWRG","2058-05-01",-3.3763427734375
"PSSB","2058-05-01",-3.24826049804688
"PSFB","2058-05-01",-3.24826049804688
"SYSE","2058-05-01",-3.34564208984375
"SYSW","2058-05-01",-3.34564208984375
"SYLM","2058-05-01",-3.34564208984375
"JBAB","2058-05-01",-3.13714599609375
"NRBW","2058-05-01",-3.47799682617188
"MEBB","2058-05-01",-3.47799682617188
"MEKB","2058-05-01",-3.47799682617188
"MEPA","2058-05-01",-3.47799682617188
"SWAIN","2058-05-01",-3.07110595703125
"OTIS","2058-06-01",-2.39068603515625
"CHSWRR","2058-06-01",-3.0509033203125
"CHSWRG","2058-06-01",-3.0509033203125
"PSSB","2058-06-01",-2.93679809570312
"PSFB","2058-06-01",-2.93679809570312
"SYSE","2058-06-01",-3.03399658203125
"SYSW","2058-06-01",-3.03399658203125
"SYLM","2058-06-01",-3.03399658203125
"JBAB","2058-06-01",-3.1309814453125
"NRBW","2058-06-01",-3.56393432617188
"MEBB","2058-06-01",-3.56393432617188
"MEKB","2058-06-01",-3.56393432617188
"MEPA","2058-06-01",-3.56393432617188
"SWAIN","2058-06-01",-3.09078979492188
"OTIS","2058-07-01",-1.85806274414062
"CHSWRR","2058-07-01",-2.1414794921875
"CHSWRG","2058-07-01",-2.1414794921875
"PSSB","2058-07-01",-1.99575805664062
"PSFB","2058-07-01",-1.99575805664062
"SYSE","2058-07-01",-2.11871337890625
"SYSW","2058-07-01",-2.11871337890625
"SYLM","2058-07-01",-2.11871337890625
"JBAB","2058-07-01",-2.04556274414062
"NRBW","2058-07-01",-2.46780395507812
"MEBB","2058-07-01",-2.46780395507812
"MEKB","2058-07-01",-2.46780395507812
"MEPA","2058-07-01",-2.46780395507812
"SWAIN","2058-07-01",-2.28152465820312
"OTIS","2058-08-01",-1.06341552734375
"CHSWRR","2058-08-01",-1.39639282226562
"CHSWRG","2058-08-01",-1.39639282226562
"PSSB","2058-08-01",-1.30926513671875
"PSFB","2058-08-01",-1.30926513671875
"SYSE","2058-08-01",-1.40032958984375
"SYSW","2058-08-01",-1.40032958984375
"SYLM","2058-08-01",-1.40032958984375
"JBAB","2058-08-01",-1.17266845703125
"NRBW","2058-08-01",-1.56768798828125
"MEBB","2058-08-01",-1.56768798828125
"MEKB","2058-08-01",-1.56768798828125
"MEPA","2058-08-01",-1.56768798828125
"SWAIN","2058-08-01",-1.12100219726562
"OTIS","2058-09-01",0.04180908203125
"CHSWRR","2058-09-01",0.381805419921875
"CHSWRG","2058-09-01",0.381805419921875
"PSSB","2058-09-01",0.33319091796875
"PSFB","2058-09-01",0.33319091796875
"SYSE","2058-09-01",0.252960205078125
"SYSW","2058-09-01",0.252960205078125
"SYLM","2058-09-01",0.252960205078125
"JBAB","2058-09-01",0.2508544921875
"NRBW","2058-09-01",-0.1026611328125
"MEBB","2058-09-01",-0.1026611328125
"MEKB","2058-09-01",-0.1026611328125
"MEPA","2058-09-01",-0.1026611328125
"SWAIN","2058-09-01",0.18463134765625
"OTIS","2058-10-01",1.37515258789062
"CHSWRR","2058-10-01",1.92755126953125
"CHSWRG","2058-10-01",1.92755126953125
"PSSB","2058-10-01",1.95623779296875
"PSFB","2058-10-01",1.95623779296875
"SYSE","2058-10-01",1.74932861328125
"SYSW","2058-10-01",1.74932861328125
"SYLM","2058-10-01",1.74932861328125
"JBAB","2058-10-01",1.83395385742188
"NRBW","2058-10-01",1.881591796875
"MEBB","2058-10-01",1.881591796875
"MEKB","2058-10-01",1.881591796875
"MEPA","2058-10-01",1.881591796875
"SWAIN","2058-10-01",0.9552001953125
"OTIS","2058-11-01",1.54544067382812
"CHSWRR","2058-11-01",1.70574951171875
"CHSWRG","2058-11-01",1.70574951171875
"PSSB","2058-11-01",1.54876708984375
"PSFB","2058-11-01",1.54876708984375
"SYSE","2058-11-01",1.51165771484375
"SYSW","2058-11-01",1.51165771484375
"SYLM","2058-11-01",1.51165771484375
"JBAB","2058-11-01",1.6868896484375
"NRBW","2058-11-01",1.51312255859375
"MEBB","2058-11-01",1.51312255859375
"MEKB","2058-11-01",1.51312255859375
"MEPA","2058-11-01",1.51312255859375
"SWAIN","2058-11-01",1.20046997070312
"OTIS","2058-12-01",0.860504150390625
"CHSWRR","2058-12-01",0.813873291015625
"CHSWRG","2058-12-01",0.813873291015625
"PSSB","2058-12-01",0.7255859375
"PSFB","2058-12-01",0.7255859375
"SYSE","2058-12-01",0.718048095703125
"SYSW","2058-12-01",0.718048095703125
"SYLM","2058-12-01",0.718048095703125
"JBAB","2058-12-01",0.94281005859375
"NRBW","2058-12-01",0.67779541015625
"MEBB","2058-12-01",0.67779541015625
"MEKB","2058-12-01",0.67779541015625
"MEPA","2058-12-01",0.67779541015625
"SWAIN","2058-12-01",0.29962158203125
"OTIS","2059-01-01",0.70672607421875
"CHSWRR","2059-01-01",1.00030517578125
"CHSWRG","2059-01-01",1.00030517578125
"PSSB","2059-01-01",0.93988037109375
"PSFB","2059-01-01",0.93988037109375
"SYSE","2059-01-01",0.811981201171875
"SYSW","2059-01-01",0.811981201171875
"SYLM","2059-01-01",0.811981201171875
"JBAB","2059-01-01",0.926971435546875
"NRBW","2059-01-01",0.997650146484375
"MEBB","2059-01-01",0.997650146484375
"MEKB","2059-01-01",0.997650146484375
"MEPA","2059-01-01",0.997650146484375
"SWAIN","2059-01-01",0.78424072265625
"OTIS","2059-02-01",0.4915771484375
"CHSWRR","2059-02-01",-0.1195068359375
"CHSWRG","2059-02-01",-0.1195068359375
"PSSB","2059-02-01",0.06292724609375
"PSFB","2059-02-01",0.06292724609375
"SYSE","2059-02-01",-0.299774169921875
"SYSW","2059-02-01",-0.299774169921875
"SYLM","2059-02-01",-0.299774169921875
"JBAB","2059-02-01",-0.09765625
"NRBW","2059-02-01",-0.48114013671875
"MEBB","2059-02-01",-0.48114013671875
"MEKB","2059-02-01",-0.48114013671875
"MEPA","2059-02-01",-0.48114013671875
"SWAIN","2059-02-01",-0.462158203125
"OTIS","2059-03-01",-0.471282958984375
"CHSWRR","2059-03-01",-1.26885986328125
"CHSWRG","2059-03-01",-1.26885986328125
"PSSB","2059-03-01",-1.08807373046875
"PSFB","2059-03-01",-1.08807373046875
"SYSE","2059-03-01",-1.42413330078125
"SYSW","2059-03-01",-1.42413330078125
