"site","year","SST"
"OTIS","2095-11-01",2.05548095703125
"CHSWRR","2095-11-01",2.37762451171875
"CHSWRG","2095-11-01",2.37762451171875
"PSSB","2095-11-01",2.14764404296875
"PSFB","2095-11-01",2.14764404296875
"SYSE","2095-11-01",2.0968017578125
"SYSW","2095-11-01",2.0968017578125
"SYLM","2095-11-01",2.0968017578125
"JBAB","2095-11-01",2.434814453125
"NRBW","2095-11-01",2.32711791992188
"MEBB","2095-11-01",2.32711791992188
"MEKB","2095-11-01",2.32711791992188
"MEPA","2095-11-01",2.32711791992188
"SWAIN","2095-11-01",1.639892578125
"OTIS","2095-12-01",1.5457763671875
"CHSWRR","2095-12-01",1.64035034179688
"CHSWRG","2095-12-01",1.64035034179688
"PSSB","2095-12-01",1.4671630859375
"PSFB","2095-12-01",1.4671630859375
"SYSE","2095-12-01",1.47537231445312
"SYSW","2095-12-01",1.47537231445312
"SYLM","2095-12-01",1.47537231445312
"JBAB","2095-12-01",1.71563720703125
"NRBW","2095-12-01",1.33816528320312
"MEBB","2095-12-01",1.33816528320312
"MEKB","2095-12-01",1.33816528320312
"MEPA","2095-12-01",1.33816528320312
"SWAIN","2095-12-01",1.31484985351562
"OTIS","2096-01-01",1.703125
"CHSWRR","2096-01-01",2.17642211914062
"CHSWRG","2096-01-01",2.17642211914062
"PSSB","2096-01-01",2.11700439453125
"PSFB","2096-01-01",2.11700439453125
"SYSE","2096-01-01",1.9381103515625
"SYSW","2096-01-01",1.9381103515625
"SYLM","2096-01-01",1.9381103515625
"JBAB","2096-01-01",2.25350952148438
"NRBW","2096-01-01",2.24429321289062
"MEBB","2096-01-01",2.24429321289062
"MEKB","2096-01-01",2.24429321289062
"MEPA","2096-01-01",2.24429321289062
"SWAIN","2096-01-01",1.36489868164062
"OTIS","2096-02-01",0.68121337890625
"CHSWRR","2096-02-01",0.197418212890625
"CHSWRG","2096-02-01",0.197418212890625
"PSSB","2096-02-01",0.26397705078125
"PSFB","2096-02-01",0.26397705078125
"SYSE","2096-02-01",-0.066009521484375
"SYSW","2096-02-01",-0.066009521484375
"SYLM","2096-02-01",-0.066009521484375
"JBAB","2096-02-01",0.06903076171875
"NRBW","2096-02-01",-0.270660400390625
"MEBB","2096-02-01",-0.270660400390625
"MEKB","2096-02-01",-0.270660400390625
"MEPA","2096-02-01",-0.270660400390625
"SWAIN","2096-02-01",-0.08758544921875
"OTIS","2096-03-01",-0.04217529296875
"CHSWRR","2096-03-01",-0.7275390625
"CHSWRG","2096-03-01",-0.7275390625
"PSSB","2096-03-01",-0.75543212890625
"PSFB","2096-03-01",-0.75543212890625
"SYSE","2096-03-01",-0.986053466796875
"SYSW","2096-03-01",-0.986053466796875
"SYLM","2096-03-01",-0.986053466796875
"JBAB","2096-03-01",-1.014892578125
"NRBW","2096-03-01",-1.469970703125
"MEBB","2096-03-01",-1.469970703125
"MEKB","2096-03-01",-1.469970703125
"MEPA","2096-03-01",-1.469970703125
"SWAIN","2096-03-01",-1.12612915039062
"OTIS","2096-04-01",-0.660980224609375
"CHSWRR","2096-04-01",-1.43099975585938
"CHSWRG","2096-04-01",-1.43099975585938
"PSSB","2096-04-01",-1.50689697265625
"PSFB","2096-04-01",-1.50689697265625
"SYSE","2096-04-01",-1.82424926757812
"SYSW","2096-04-01",-1.82424926757812
"SYLM","2096-04-01",-1.82424926757812
"JBAB","2096-04-01",-1.83932495117188
"NRBW","2096-04-01",-2.41583251953125
"MEBB","2096-04-01",-2.41583251953125
"MEKB","2096-04-01",-2.41583251953125
"MEPA","2096-04-01",-2.41583251953125
"SWAIN","2096-04-01",-1.7958984375
"OTIS","2096-05-01",-1.21630859375
"CHSWRR","2096-05-01",-2.20254516601562
"CHSWRG","2096-05-01",-2.20254516601562
"PSSB","2096-05-01",-2.2554931640625
"PSFB","2096-05-01",-2.2554931640625
"SYSE","2096-05-01",-2.51535034179688
"SYSW","2096-05-01",-2.51535034179688
"SYLM","2096-05-01",-2.51535034179688
"JBAB","2096-05-01",-2.47146606445312
"NRBW","2096-05-01",-3.1090087890625
"MEBB","2096-05-01",-3.1090087890625
"MEKB","2096-05-01",-3.1090087890625
"MEPA","2096-05-01",-3.1090087890625
"SWAIN","2096-05-01",-2.28924560546875
"OTIS","2096-06-01",-1.37225341796875
"CHSWRR","2096-06-01",-1.99322509765625
"CHSWRG","2096-06-01",-1.99322509765625
"PSSB","2096-06-01",-2.08416748046875
"PSFB","2096-06-01",-2.08416748046875
"SYSE","2096-06-01",-2.21435546875
"SYSW","2096-06-01",-2.21435546875
"SYLM","2096-06-01",-2.21435546875
"JBAB","2096-06-01",-2.40975952148438
"NRBW","2096-06-01",-3.11273193359375
"MEBB","2096-06-01",-3.11273193359375
"MEKB","2096-06-01",-3.11273193359375
"MEPA","2096-06-01",-3.11273193359375
"SWAIN","2096-06-01",-2.24465942382812
"OTIS","2096-07-01",-1.13934326171875
"CHSWRR","2096-07-01",-1.25558471679688
"CHSWRG","2096-07-01",-1.25558471679688
"PSSB","2096-07-01",-1.1627197265625
"PSFB","2096-07-01",-1.1627197265625
"SYSE","2096-07-01",-1.33599853515625
"SYSW","2096-07-01",-1.33599853515625
"SYLM","2096-07-01",-1.33599853515625
"JBAB","2096-07-01",-1.45123291015625
"NRBW","2096-07-01",-2.13311767578125
"MEBB","2096-07-01",-2.13311767578125
"MEKB","2096-07-01",-2.13311767578125
"MEPA","2096-07-01",-2.13311767578125
"SWAIN","2096-07-01",-1.67495727539062
"OTIS","2096-08-01",-0.307373046875
"CHSWRR","2096-08-01",0.187713623046875
"CHSWRG","2096-08-01",0.187713623046875
"PSSB","2096-08-01",0.600799560546875
"PSFB","2096-08-01",0.600799560546875
"SYSE","2096-08-01",0.26324462890625
"SYSW","2096-08-01",0.26324462890625
"SYLM","2096-08-01",0.26324462890625
"JBAB","2096-08-01",0.176605224609375
"NRBW","2096-08-01",-0.25177001953125
"MEBB","2096-08-01",-0.25177001953125
"MEKB","2096-08-01",-0.25177001953125
"MEPA","2096-08-01",-0.25177001953125
"SWAIN","2096-08-01",-0.592437744140625
"OTIS","2096-09-01",0.754913330078125
"CHSWRR","2096-09-01",1.33377075195312
"CHSWRG","2096-09-01",1.33377075195312
"PSSB","2096-09-01",1.60662841796875
"PSFB","2096-09-01",1.60662841796875
"SYSE","2096-09-01",1.2374267578125
"SYSW","2096-09-01",1.2374267578125
"SYLM","2096-09-01",1.2374267578125
"JBAB","2096-09-01",1.23953247070312
"NRBW","2096-09-01",1.21017456054688
"MEBB","2096-09-01",1.21017456054688
"MEKB","2096-09-01",1.21017456054688
"MEPA","2096-09-01",1.21017456054688
"SWAIN","2096-09-01",0.482696533203125
"OTIS","2096-10-01",2.23043823242188
"CHSWRR","2096-10-01",2.533203125
"CHSWRG","2096-10-01",2.533203125
"PSSB","2096-10-01",2.3585205078125
"PSFB","2096-10-01",2.3585205078125
"SYSE","2096-10-01",2.25985717773438
"SYSW","2096-10-01",2.25985717773438
"SYLM","2096-10-01",2.25985717773438
"JBAB","2096-10-01",2.54302978515625
"NRBW","2096-10-01",2.82138061523438
"MEBB","2096-10-01",2.82138061523438
"MEKB","2096-10-01",2.82138061523438
"MEPA","2096-10-01",2.82138061523438
"SWAIN","2096-10-01",1.6636962890625
"OTIS","2096-11-01",2.26315307617188
"CHSWRR","2096-11-01",2.32577514648438
"CHSWRG","2096-11-01",2.32577514648438
"PSSB","2096-11-01",2.10791015625
"PSFB","2096-11-01",2.10791015625
"SYSE","2096-11-01",2.12802124023438
"SYSW","2096-11-01",2.12802124023438
"SYLM","2096-11-01",2.12802124023438
"JBAB","2096-11-01",2.40679931640625
"NRBW","2096-11-01",2.13497924804688
"MEBB","2096-11-01",2.13497924804688
"MEKB","2096-11-01",2.13497924804688
"MEPA","2096-11-01",2.13497924804688
"SWAIN","2096-11-01",1.67501831054688
"OTIS","2096-12-01",1.54635620117188
"CHSWRR","2096-12-01",1.48300170898438
"CHSWRG","2096-12-01",1.48300170898438
"PSSB","2096-12-01",1.43844604492188
"PSFB","2096-12-01",1.43844604492188
"SYSE","2096-12-01",1.32867431640625
"SYSW","2096-12-01",1.32867431640625
"SYLM","2096-12-01",1.32867431640625
"JBAB","2096-12-01",1.48895263671875
"NRBW","2096-12-01",1.12249755859375
"MEBB","2096-12-01",1.12249755859375
"MEKB","2096-12-01",1.12249755859375
"MEPA","2096-12-01",1.12249755859375
"SWAIN","2096-12-01",0.897308349609375
"OTIS","2097-01-01",1.7752685546875
"CHSWRR","2097-01-01",2.42791748046875
"CHSWRG","2097-01-01",2.42791748046875
"PSSB","2097-01-01",2.77407836914062
"PSFB","2097-01-01",2.77407836914062
"SYSE","2097-01-01",2.45547485351562
"SYSW","2097-01-01",2.45547485351562
"SYLM","2097-01-01",2.45547485351562
"JBAB","2097-01-01",2.52774047851562
"NRBW","2097-01-01",2.43923950195312
"MEBB","2097-01-01",2.43923950195312
"MEKB","2097-01-01",2.43923950195312
"MEPA","2097-01-01",2.43923950195312
"SWAIN","2097-01-01",1.56668090820312
"OTIS","2097-02-01",1.02667236328125
"CHSWRR","2097-02-01",0.5118408203125
"CHSWRG","2097-02-01",0.5118408203125
"PSSB","2097-02-01",0.642791748046875
"PSFB","2097-02-01",0.642791748046875
"SYSE","2097-02-01",0.4456787109375
"SYSW","2097-02-01",0.4456787109375
"SYLM","2097-02-01",0.4456787109375
"JBAB","2097-02-01",0.730865478515625
"NRBW","2097-02-01",0.380157470703125
"MEBB","2097-02-01",0.380157470703125
"MEKB","2097-02-01",0.380157470703125
"MEPA","2097-02-01",0.380157470703125
"SWAIN","2097-02-01",0.335540771484375
"OTIS","2097-03-01",0.008392333984375
"CHSWRR","2097-03-01",-0.8875732421875
"CHSWRG","2097-03-01",-0.8875732421875
"PSSB","2097-03-01",-1.01373291015625
"PSFB","2097-03-01",-1.01373291015625
"SYSE","2097-03-01",-1.27194213867188
"SYSW","2097-03-01",-1.27194213867188
"SYLM","2097-03-01",-1.27194213867188
"JBAB","2097-03-01",-0.985504150390625
"NRBW","2097-03-01",-1.21096801757812
"MEBB","2097-03-01",-1.21096801757812
"MEKB","2097-03-01",-1.21096801757812
"MEPA","2097-03-01",-1.21096801757812
"SWAIN","2097-03-01",-0.879150390625
"OTIS","2097-04-01",-0.93292236328125
"CHSWRR","2097-04-01",-2.15579223632812
"CHSWRG","2097-04-01",-2.15579223632812
"PSSB","2097-04-01",-2.4210205078125
"PSFB","2097-04-01",-2.4210205078125
"SYSE","2097-04-01",-2.51376342773438
"SYSW","2097-04-01",-2.51376342773438
"SYLM","2097-04-01",-2.51376342773438
"JBAB","2097-04-01",-2.37930297851562
"NRBW","2097-04-01",-2.60235595703125
"MEBB","2097-04-01",-2.60235595703125
"MEKB","2097-04-01",-2.60235595703125
"MEPA","2097-04-01",-2.60235595703125
"SWAIN","2097-04-01",-1.78762817382812
"OTIS","2097-05-01",-1.55279541015625
"CHSWRR","2097-05-01",-2.51129150390625
"CHSWRG","2097-05-01",-2.51129150390625
"PSSB","2097-05-01",-2.77737426757812
"PSFB","2097-05-01",-2.77737426757812
"SYSE","2097-05-01",-2.80316162109375
"SYSW","2097-05-01",-2.80316162109375
"SYLM","2097-05-01",-2.80316162109375
"JBAB","2097-05-01",-2.94766235351562
"NRBW","2097-05-01",-3.34170532226562
"MEBB","2097-05-01",-3.34170532226562
"MEKB","2097-05-01",-3.34170532226562
"MEPA","2097-05-01",-3.34170532226562
"SWAIN","2097-05-01",-2.36965942382812
"OTIS","2097-06-01",-1.40875244140625
"CHSWRR","2097-06-01",-2.03125
"CHSWRG","2097-06-01",-2.03125
"PSSB","2097-06-01",-2.26953125
"PSFB","2097-06-01",-2.26953125
"SYSE","2097-06-01",-2.4547119140625
"SYSW","2097-06-01",-2.4547119140625
"SYLM","2097-06-01",-2.4547119140625
"JBAB","2097-06-01",-2.91546630859375
"NRBW","2097-06-01",-3.53237915039062
"MEBB","2097-06-01",-3.53237915039062
"MEKB","2097-06-01",-3.53237915039062
"MEPA","2097-06-01",-3.53237915039062
"SWAIN","2097-06-01",-1.97354125976562
"OTIS","2097-07-01",-1.14254760742188
"CHSWRR","2097-07-01",-1.45596313476562
"CHSWRG","2097-07-01",-1.45596313476562
"PSSB","2097-07-01",-1.22195434570312
"PSFB","2097-07-01",-1.22195434570312
"SYSE","2097-07-01",-1.50149536132812
"SYSW","2097-07-01",-1.50149536132812
"SYLM","2097-07-01",-1.50149536132812
"JBAB","2097-07-01",-1.92184448242188
"NRBW","2097-07-01",-2.57620239257812
"MEBB","2097-07-01",-2.57620239257812
"MEKB","2097-07-01",-2.57620239257812
"MEPA","2097-07-01",-2.57620239257812
"SWAIN","2097-07-01",-1.519775390625
"OTIS","2097-08-01",-0.27880859375
"CHSWRR","2097-08-01",0.33636474609375
"CHSWRG","2097-08-01",0.33636474609375
"PSSB","2097-08-01",0.6461181640625
"PSFB","2097-08-01",0.6461181640625
"SYSE","2097-08-01",0.26904296875
"SYSW","2097-08-01",0.26904296875
"SYLM","2097-08-01",0.26904296875
"JBAB","2097-08-01",-0.119873046875
"NRBW","2097-08-01",-0.248992919921875
"MEBB","2097-08-01",-0.248992919921875
"MEKB","2097-08-01",-0.248992919921875
"MEPA","2097-08-01",-0.248992919921875
"SWAIN","2097-08-01",-0.562469482421875
"OTIS","2097-09-01",0.972625732421875
"CHSWRR","2097-09-01",1.5184326171875
"CHSWRG","2097-09-01",1.5184326171875
"PSSB","2097-09-01",1.44622802734375
"PSFB","2097-09-01",1.44622802734375
"SYSE","2097-09-01",1.19271850585938
"SYSW","2097-09-01",1.19271850585938
"SYLM","2097-09-01",1.19271850585938
"JBAB","2097-09-01",0.895965576171875
"NRBW","2097-09-01",0.896453857421875
"MEBB","2097-09-01",0.896453857421875
"MEKB","2097-09-01",0.896453857421875
"MEPA","2097-09-01",0.896453857421875
"SWAIN","2097-09-01",0.71728515625
"OTIS","2097-10-01",1.96109008789062
"CHSWRR","2097-10-01",2.21051025390625
"CHSWRG","2097-10-01",2.21051025390625
"PSSB","2097-10-01",2.22979736328125
"PSFB","2097-10-01",2.22979736328125
"SYSE","2097-10-01",2.21182250976562
"SYSW","2097-10-01",2.21182250976562
"SYLM","2097-10-01",2.21182250976562
"JBAB","2097-10-01",2.59939575195312
"NRBW","2097-10-01",2.73175048828125
"MEBB","2097-10-01",2.73175048828125
"MEKB","2097-10-01",2.73175048828125
"MEPA","2097-10-01",2.73175048828125
"SWAIN","2097-10-01",1.713134765625
"OTIS","2097-11-01",1.8023681640625
"CHSWRR","2097-11-01",1.9775390625
"CHSWRG","2097-11-01",1.9775390625
"PSSB","2097-11-01",2.06765747070312
"PSFB","2097-11-01",2.06765747070312
"SYSE","2097-11-01",2.03555297851562
"SYSW","2097-11-01",2.03555297851562
"SYLM","2097-11-01",2.03555297851562
"JBAB","2097-11-01",2.1646728515625
"NRBW","2097-11-01",2.18701171875
"MEBB","2097-11-01",2.18701171875
"MEKB","2097-11-01",2.18701171875
"MEPA","2097-11-01",2.18701171875
"SWAIN","2097-11-01",1.37155151367188
"OTIS","2097-12-01",1.59579467773438
"CHSWRR","2097-12-01",1.48263549804688
"CHSWRG","2097-12-01",1.48263549804688
"PSSB","2097-12-01",1.66720581054688
"PSFB","2097-12-01",1.66720581054688
"SYSE","2097-12-01",1.63845825195312
"SYSW","2097-12-01",1.63845825195312
"SYLM","2097-12-01",1.63845825195312
"JBAB","2097-12-01",1.9488525390625
"NRBW","2097-12-01",1.61181640625
"MEBB","2097-12-01",1.61181640625
"MEKB","2097-12-01",1.61181640625
"MEPA","2097-12-01",1.61181640625
"SWAIN","2097-12-01",1.19998168945312
"OTIS","2098-01-01",2.12396240234375
"CHSWRR","2098-01-01",2.98434448242188
"CHSWRG","2098-01-01",2.98434448242188
"PSSB","2098-01-01",3.20431518554688
"PSFB","2098-01-01",3.20431518554688
"SYSE","2098-01-01",2.89959716796875
"SYSW","2098-01-01",2.89959716796875
"SYLM","2098-01-01",2.89959716796875
"JBAB","2098-01-01",2.58447265625
"NRBW","2098-01-01",2.40988159179688
"MEBB","2098-01-01",2.40988159179688
"MEKB","2098-01-01",2.40988159179688
"MEPA","2098-01-01",2.40988159179688
"SWAIN","2098-01-01",1.7635498046875
"OTIS","2098-02-01",1.425537109375
"CHSWRR","2098-02-01",0.979949951171875
"CHSWRG","2098-02-01",0.979949951171875
"PSSB","2098-02-01",1.05691528320312
"PSFB","2098-02-01",1.05691528320312
"SYSE","2098-02-01",0.582183837890625
"SYSW","2098-02-01",0.582183837890625
"SYLM","2098-02-01",0.582183837890625
"JBAB","2098-02-01",0.591217041015625
"NRBW","2098-02-01",0.219970703125
"MEBB","2098-02-01",0.219970703125
"MEKB","2098-02-01",0.219970703125
"MEPA","2098-02-01",0.219970703125
"SWAIN","2098-02-01",0.7099609375
"OTIS","2098-03-01",0.295654296875
"CHSWRR","2098-03-01",-0.7293701171875
"CHSWRG","2098-03-01",-0.7293701171875
"PSSB","2098-03-01",-0.9287109375
"PSFB","2098-03-01",-0.9287109375
"SYSE","2098-03-01",-1.33941650390625
"SYSW","2098-03-01",-1.33941650390625
"SYLM","2098-03-01",-1.33941650390625
"JBAB","2098-03-01",-1.309326171875
"NRBW","2098-03-01",-1.59271240234375
"MEBB","2098-03-01",-1.59271240234375
"MEKB","2098-03-01",-1.59271240234375
"MEPA","2098-03-01",-1.59271240234375
"SWAIN","2098-03-01",-0.441558837890625
"OTIS","2098-04-01",-0.51751708984375
"CHSWRR","2098-04-01",-1.48880004882812
"CHSWRG","2098-04-01",-1.48880004882812
"PSSB","2098-04-01",-1.90130615234375
"PSFB","2098-04-01",-1.90130615234375
"SYSE","2098-04-01",-2.21627807617188
"SYSW","2098-04-01",-2.21627807617188
"SYLM","2098-04-01",-2.21627807617188
"JBAB","2098-04-01",-2.42584228515625
"NRBW","2098-04-01",-2.7850341796875
"MEBB","2098-04-01",-2.7850341796875
"MEKB","2098-04-01",-2.7850341796875
"MEPA","2098-04-01",-2.7850341796875
"SWAIN","2098-04-01",-1.2821044921875
"OTIS","2098-05-01",-0.960113525390625
"CHSWRR","2098-05-01",-2.02157592773438
"CHSWRG","2098-05-01",-2.02157592773438
"PSSB","2098-05-01",-2.59149169921875
"PSFB","2098-05-01",-2.59149169921875
"SYSE","2098-05-01",-3.01043701171875
"SYSW","2098-05-01",-3.01043701171875
"SYLM","2098-05-01",-3.01043701171875
"JBAB","2098-05-01",-3.3321533203125
"NRBW","2098-05-01",-3.73907470703125
"MEBB","2098-05-01",-3.73907470703125
"MEKB","2098-05-01",-3.73907470703125
"MEPA","2098-05-01",-3.73907470703125
"SWAIN","2098-05-01",-1.76312255859375
"OTIS","2098-06-01",-1.15676879882812
"CHSWRR","2098-06-01",-2.15048217773438
"CHSWRG","2098-06-01",-2.15048217773438
"PSSB","2098-06-01",-2.72967529296875
"PSFB","2098-06-01",-2.72967529296875
"SYSE","2098-06-01",-3.1898193359375
"SYSW","2098-06-01",-3.1898193359375
"SYLM","2098-06-01",-3.1898193359375
"JBAB","2098-06-01",-3.72772216796875
"NRBW","2098-06-01",-4.17596435546875
"MEBB","2098-06-01",-4.17596435546875
"MEKB","2098-06-01",-4.17596435546875
"MEPA","2098-06-01",-4.17596435546875
"SWAIN","2098-06-01",-1.79000854492188
"OTIS","2098-07-01",-0.918914794921875
"CHSWRR","2098-07-01",-1.18154907226562
"CHSWRG","2098-07-01",-1.18154907226562
"PSSB","2098-07-01",-1.74288940429688
"PSFB","2098-07-01",-1.74288940429688
"SYSE","2098-07-01",-2.09786987304688
"SYSW","2098-07-01",-2.09786987304688
"SYLM","2098-07-01",-2.09786987304688
"JBAB","2098-07-01",-3.06784057617188
"NRBW","2098-07-01",-3.48101806640625
"MEBB","2098-07-01",-3.48101806640625
"MEKB","2098-07-01",-3.48101806640625
"MEPA","2098-07-01",-3.48101806640625
"SWAIN","2098-07-01",-1.39959716796875
"OTIS","2098-08-01",-0.122955322265625
"CHSWRR","2098-08-01",-0.103271484375
"CHSWRG","2098-08-01",-0.103271484375
"PSSB","2098-08-01",-0.351593017578125
"PSFB","2098-08-01",-0.351593017578125
"SYSE","2098-08-01",-0.678680419921875
"SYSW","2098-08-01",-0.678680419921875
"SYLM","2098-08-01",-0.678680419921875
"JBAB","2098-08-01",-1.46377563476562
"NRBW","2098-08-01",-1.56082153320312
"MEBB","2098-08-01",-1.56082153320312
"MEKB","2098-08-01",-1.56082153320312
"MEPA","2098-08-01",-1.56082153320312
"SWAIN","2098-08-01",-0.544708251953125
"OTIS","2098-09-01",0.969879150390625
"CHSWRR","2098-09-01",1.23486328125
"CHSWRG","2098-09-01",1.23486328125
"PSSB","2098-09-01",0.664886474609375
"PSFB","2098-09-01",0.664886474609375
"SYSE","2098-09-01",0.412017822265625
"SYSW","2098-09-01",0.412017822265625
"SYLM","2098-09-01",0.412017822265625
"JBAB","2098-09-01",-0.198211669921875
"NRBW","2098-09-01",-0.23529052734375
"MEBB","2098-09-01",-0.23529052734375
"MEKB","2098-09-01",-0.23529052734375
"MEPA","2098-09-01",-0.23529052734375
"SWAIN","2098-09-01",0.475830078125
"OTIS","2098-10-01",2.73989868164062
"CHSWRR","2098-10-01",3.02178955078125
"CHSWRG","2098-10-01",3.02178955078125
"PSSB","2098-10-01",3.37832641601562
"PSFB","2098-10-01",3.37832641601562
"SYSE","2098-10-01",3.06948852539062
"SYSW","2098-10-01",3.06948852539062
"SYLM","2098-10-01",3.06948852539062
"JBAB","2098-10-01",3.3536376953125
"NRBW","2098-10-01",3.19699096679688
"MEBB","2098-10-01",3.19699096679688
"MEKB","2098-10-01",3.19699096679688
"MEPA","2098-10-01",3.19699096679688
"SWAIN","2098-10-01",2.24237060546875
"OTIS","2098-11-01",2.57070922851562
"CHSWRR","2098-11-01",2.94711303710938
"CHSWRG","2098-11-01",2.94711303710938
"PSSB","2098-11-01",2.75900268554688
"PSFB","2098-11-01",2.75900268554688
"SYSE","2098-11-01",2.67303466796875
"SYSW","2098-11-01",2.67303466796875
"SYLM","2098-11-01",2.67303466796875
"JBAB","2098-11-01",2.81985473632812
"NRBW","2098-11-01",2.58804321289062
"MEBB","2098-11-01",2.58804321289062
"MEKB","2098-11-01",2.58804321289062
"MEPA","2098-11-01",2.58804321289062
"SWAIN","2098-11-01",2.00552368164062
"OTIS","2098-12-01",1.98178100585938
"CHSWRR","2098-12-01",2.27029418945312
"CHSWRG","2098-12-01",2.27029418945312
"PSSB","2098-12-01",2.26809692382812
"PSFB","2098-12-01",2.26809692382812
"SYSE","2098-12-01",2.1314697265625
"SYSW","2098-12-01",2.1314697265625
"SYLM","2098-12-01",2.1314697265625
"JBAB","2098-12-01",2.04397583007812
